Var1,Freq
𐘝𐘱𐘻, 1
𐘝𐘳𐄇, 1
𐘝𐘳𐘇, 1
𐘝𐘴𐙗, 1
𐘝𐙁𐄍, 1
𐘝𐛭𐄒, 1
𐘝𐝀𐙍, 1
𐘝𐝃𐙢, 1
𐘞≈𐘳, 1
𐘞𐄇𐘙, 1
𐘞𐄈𐝃, 1
𐘞𐄊𐙓, 1
𐘞𐄊𐙯, 1
𐘞𐘁𐄁, 1
𐘞𐘁𐄐, 1
𐘞𐘄𐙁, 1
𐘞𐘋𐝇, 1
𐘞𐘕𐄋, 1
𐘞𐘕𐘗, 1
𐘞𐘗𐜚, 1
𐘞𐘘𐄐, 1
𐘞𐘞𐘴, 1
𐘞𐘱𐄁, 1
𐘞𐘱𐙁, 1
𐘞𐘴𐄓, 1
𐘞𐘴𐘇, 1
𐘞𐘽𐄑, 1
𐘞𐘽𐙉, 1
𐘞𐘽𐜉, 1
𐘞𐙁𐄁, 1
𐘞𐙁𐄒, 1
𐘞𐙍𐄏, 1
𐘞𐙍𐘿, 1
𐘞𐙸𐝃, 1
𐘞𐝢𐘋, 1
𐘟𐘃𐙉, 1
𐘟𐘠𐘭, 1
𐘟𐘶𐘃, 1
𐘠𐄁𐙇, 1
𐘠𐄁𐛲, 1
𐘠𐄐𐄉, 1
𐘠𐄐𐙂, 1
𐘠𐄑𐄏, 1
𐘠𐄑𐝆, 1
𐘠𐄓𐄋, 1
𐘠𐄇𐘱, 1
𐘠𐄇𐙁, 1
𐘠𐄏𐝃, 1
𐘠𐘃𐄇, 1
𐘠𐘍𐘈, 1
𐘠𐘘𐄊, 1
𐘠𐘛𐛭, 1
𐘠𐘝𐘞, 1
𐘠𐘝𐘳, 1
𐘠𐘞𐄁, 1
𐘠𐘠𐙁, 1
𐘠𐘠𐙂, 1
𐘠𐘠𐙫, 1
𐘠𐘡𐄙, 1
𐘠𐘯𐄁, 1
𐘠𐘸𐙇, 1
𐘠𐘾𐘇, 1
𐘠𐙁𐘘, 1
𐘠𐙕𐘮, 1
𐘡𐄐𐄍, 1
𐘡𐄒𐛢, 1
𐘡𐄚𐄓, 1
𐘡𐄊𐘛, 1
𐘡𐄊𐚗, 1
𐘡𐘄𐘭, 1
𐘡𐘶𐄕, 1
𐘡𐘷𐘿, 1
𐘡𐙃𐄔, 1
𐘢𐄁𐘃, 1
𐘢𐘃𐘭, 1
𐘢𐘅𐙁, 1
𐘢𐘙𐘅, 1
𐘢𐘠𐘗, 1
𐘢𐘥𐘂, 1
𐘢𐘳𐄇, 1
𐘢𐘳𐘥, 1
𐘢𐘳𐘱, 1
𐘢𐘳𐘾, 1
𐘢𐘸𐄇, 1
𐘢𐘸𐄋, 1
𐘢𐘻𐘳, 1
𐘣𐄁𐘨, 1
𐘣𐄁𐙉, 1
𐘣𐄈𐙕, 1
𐘣𐘃𐘁, 1
𐘣𐘃𐘱, 1
𐘣𐘃𐝦, 1
𐘣𐘅𐘬, 1
𐘣𐝢𐘙, 1
𐘤𐄁𐘾, 1
𐘤𐄁𐛪, 1
𐘤𐄇—, 1
𐘤¹², 1
𐘤𐄇𐘱, 1
𐘤𐄊𐘞, 1
𐘤𐄋𐙂, 1
𐘤𐄋𐝆, 1
𐘤𐘀𐘁, 1
𐘤𐘀𐘃, 1
𐘤𐘀𐘙, 1
𐘤𐘃𐄁, 1
𐘤𐘃𐘹, 1
𐘤𐘆𐙕, 1
𐘤𐘍𐘗, 1
𐘤𐘘𐘃, 1
𐘤𐘘𐙁, 1
𐘤𐘞𐘽, 1
𐘤𐘠𐄁, 1
𐘤𐘢𐘸, 1
𐘤𐘤¹, 1
𐘤𐘬𐘟, 1
𐘤𐘸𐘴, 1
𐘤𐘻𐘳, 1
𐘤𐙀𐘡, 1
𐘤𐙁𐄁, 1
𐘤𐙈𐄑, 1
𐘤𐙈𐘾, 1
𐘤𐙍𐝆, 1
𐘤𐙗𐄎, 1
𐘥𐄔𐄈, 1
𐘥𐄉𐘀, 1
𐘥𐘚𐄁, 1
𐘥𐘤𐘃, 1
𐘥𐙁𐘈, 1
𐘥𐝆𐘾, 1
𐘦𐄊𐘇, 1
𐘦𐘊𐘝, 1
𐘦𐘻𐘯, 1
𐘧𐘆𐄁, 1
𐘧𐘆𐜓, 1
𐘧𐘆𐜠, 1
𐘨𐄁𐘿, 1
𐘨𐘃𐄋, 1
𐘨𐘅𐘴, 1
𐘨𐘯𐘴, 1
𐘨𐙂𐘅, 1
𐘩𐘍𐄁, 1
𐘫𐄁𐘂, 1
𐘫𐄔𐙝, 1
𐘫𐄇𐙂, 1
𐘫𐄈𐘳, 1
𐘫𐘢𐄝, 1
𐘫𐘦𐄁, 1
𐘫𐘺𐄁, 1
𐘫𐘽𐄁, 1
𐘫𐙍𐄁, 1
𐘬𐄁𐙇, 1
𐘬𐄁𐙉, 1
𐘬𐘀𐙁, 1
𐘬𐘋𐘆, 1
𐘬𐘍𐄇, 1
𐘬𐘗𐘻, 1
𐘬𐘘𐘣, 1
𐘬𐘝𐘻, 1
𐘬𐘮𐘄, 1
𐘬𐘮𐙖, 1
𐘬𐘴𐘙, 1
𐘬𐘻𐘗, 1
𐘬𐘻𐘳, 1
𐘬𐝆𐝄, 1
𐘭𐄇𐘲, 1
𐘭𐘂𐝃, 1
𐘭𐘃𐄁, 1
𐘭𐘃𐄈, 1
𐘭𐘅𐙉, 1
𐘭𐘔𐄇, 1
𐘭𐘚𐘀, 1
𐘭𐘝𐘳, 1
𐘭𐘱𐄇, 1
𐘭𐘲𐙁, 1
𐘭𐘶𐄚, 1
𐘭𐘷𐙉, 1
𐘭𐘻𐘤, 1
𐘭𐘿𐘠, 1
𐘭𐙂𐘝, 1
𐘭𐙇𐄔, 1
𐘭𐙠𐘚, 1
𐘮≈𐙍, 1
𐘮𐄐—, 1
𐘮𐄊𐘘, 1
𐘮𐘢𐄇, 1
𐘮𐘣𐘠, 1
𐘮𐘬𐘝, 1
𐘮𐘵𐘻, 1
𐘮𐘶𐄙, 1
𐘮𐘹𐙁, 1
𐘮𐚖𐄈, 1
𐘮𐝁𐜇, 1
𐘯𐄁𐘚, 1
𐘯𐄇𐘂, 1
𐘯𐘁𐄁, 1
𐘯𐘈𐘋, 1
𐘯𐘠𐄑, 1
𐘯𐘬𐙷, 1
𐘯𐙁𐘂, 1
𐘯𐙁𐘙, 1
𐘯𐙁𐙉, 1
𐘰𐄁𐘮, 1
𐘰𐄁𐙙, 1
𐘰𐄐𐚯, 1
𐘰𐄙𐄐, 1
𐘰𐄇𐘾, 1
𐘰𐘅𐘹, 1
𐘰𐘚𐘞, 1
𐘰𐘝𐄐, 1
𐘰𐘝𐘅, 1
𐘰𐘝𐘣, 1
𐘰𐘡𐄁, 1
𐘰𐘴𐄛, 1
𐘰𐙓𐄈, 1
𐘱𐄁𐘯, 1
𐘱𐄁𐘱, 1
𐘱𐄁𐘸, 1
𐘱𐄁𐘺, 1
𐘱𐄁𐙄, 1
𐘱𐄐𐙂, 1
𐘱𐄇—, 1
𐘱𐄉𐘬, 1
𐘱𐄊𐘳, 1
𐘱𐘀𐘲, 1
𐘱𐘂𐄇, 1
𐘱𐘂𐘌, 1
𐘱𐘂𐘴, 1
𐘱𐘆𐘁, 1
𐘱𐘆𐘸, 1
𐘱𐘇𐘞, 1
𐘱𐘐𐙍, 1
𐘱𐘘𐄁, 1
𐘱𐘙𐄇, 1
𐘱𐘙𐘳, 1
𐘱𐘞𐘱, 1
𐘱𐘠𐄁, 1
𐘱𐘠𐘹, 1
𐘱𐘤𐄁, 1
𐘱𐘬𐘴, 1
𐘱𐘯𐄁, 1
𐘱𐘳𐘚, 1
𐘱𐘳𐘭, 1
𐘱𐘸𐘤, 1
𐘱𐘸𐘰, 1
𐘱𐘸𐙁, 1
𐘱𐘻𐘀, 1
𐘱𐙁𐘉, 1
𐘱𐙂𐘠, 1
𐘱𐙒𐄙, 1
𐘱𐚅𐄐, 1
𐘱𐝂𐝂, 1
𐘲𐄇𐘝, 1
𐘲𐄊𐘸, 1
𐘲𐄍𐜚, 1
𐘲𐘜𐙓, 1
𐘲𐘦𐘈, 1
𐘲𐘫𐄐, 1
𐘲𐙁𐘠, 1
𐘲𐙁𐝋, 1
𐘳𐄁𐘇, 1
𐘳𐄁𐘌, 1
𐘳𐄁𐘙, 1
𐘳𐄁𐘢, 1
𐘳𐄁𐙂, 1
𐘳𐄁𐙉, 1
𐘳𐄐𐄈, 1
𐘳𐄈𐘇, 1
𐘳𐄊𐙂, 1
𐘳𐄌𐝆, 1
𐘳𐘂𐄁, 1
𐘳𐘅𐄓, 1
𐘳𐘅𐘃, 1
𐘳𐘅𐘤, 1
𐘳𐘅𐘲, 1
𐘳𐘗𐄇, 1
𐘳𐘙𐄇, 1
𐘳𐘚𐘈, 1
𐘳𐘚𐘤, 1
𐘳𐘠𐄑, 1
𐘳𐘠𐄈, 1
𐘳𐘢𐘤, 1
𐘳𐘭𐘅, 1
𐘳𐘯𐘝, 1
𐘳𐘳¹, 1
𐘳𐘴𐄁, 1
𐘳𐙁𐘢, 1
𐘳𐙁𐘯, 1
𐘳𐙍𐄁, 1
𐘳𐛭𐝆, 1
𐘳𐜅𐄐, 1
𐘴𐄁𐘱, 1
𐘴𐄁𐙚, 1
𐘴𐄈𐘿, 1
𐘴𐄈𐝆, 1
𐘴𐄋𐙂, 1
𐘴𐘅𐘙, 1
𐘴𐘅𐘹, 1
𐘴𐘆𐄋, 1
𐘴𐘉𐘀, 1
𐘴𐘠𐄇, 1
𐘴𐘭𐘦, 1
𐘴𐘴𐝆, 1
𐘴𐘹𐘘, 1
𐘴𐙁𐘅, 1
𐘴𐙦𐘴, 1
𐘴𐙱𐄁, 1
𐘵𐄈𐝆, 1
𐘵𐘆𐘸, 1
𐘵𐘳𐘝, 1
𐘵𐘵², 1
𐘵𐘾𐘻, 1
𐘶𐄁𐙇, 1
𐘶𐄇𐘆, 1
𐘶𐄇𐙂, 1
𐘶𐘉𐘦, 1
𐘶𐘐𐄈, 1
𐘶𐘜𐄇, 1
𐘶𐙂𐘅, 1
𐘶𐝃𐘿, 1
𐘶𐝄𐘮, 1
𐘷𐄁𐛀, 1
𐘷𐘳𐘙, 1
𐘷𐛭𐄑, 1
𐘸𐄁𐄁, 1
𐘸𐄙𐙝, 1
𐘸𐄈𐘌, 1
𐘸𐄈𐙙, 1
𐘸𐄉𐝃, 1
𐘸𐄋𐜖, 1
𐘸𐘀𐘳, 1
𐘸𐘁𐄜, 1
𐘸𐘅𐄁, 1
𐘸𐘆𐘝, 1
𐘸𐘈𐄇, 1
𐘸𐘗𐙉, 1
𐘸𐘙𐘷, 1
𐘸𐘞𐘗, 1
𐘸𐘠𐘂, 1
𐘸𐘢𐘡, 1
𐘸𐘭𐘤, 1
𐘸𐘯𐄁, 1
𐘸𐘯𐙉, 1
𐘸𐘳𐘅, 1
𐘸𐘳𐘚, 1
𐘸𐘳𐘝, 1
𐘸𐘴𐄁, 1
𐘸𐘴𐄇, 1
𐘸𐘴𐝃, 1
𐘸𐘸𐘅, 1
𐘸𐘸𐘴, 1
𐘸𐘹𐘹, 1
𐘸𐘻𐘽, 1
𐘸𐙺𐄊, 1
𐘹𐄁𐘻, 1
𐘹𐄔𐄌, 1
𐘹𐄇𐘳, 1
𐘹𐄊𐘸, 1
𐘹𐘅𐘃, 1
𐘹𐘈𐘲, 1
𐘹𐘋𐘚, 1
𐘹𐘘𐘞, 1
𐘹𐘯𐄁, 1
𐘹𐘱𐄇, 1
𐘹𐘲𐘜, 1
𐘹𐘶𐙁, 1
𐘹𐘿𐘯, 1
𐘹𐙁𐄇, 1
𐘹𐙕𐘗, 1
𐘹𐜙𐝆, 1
𐘻𐄁𐘅, 1
𐘻𐄐𐘚, 1
𐘻𐄇𐘹, 1
𐘻𐄇𐘻, 1
𐘻𐄉𐝅, 1
𐘻𐘀𐘉, 1
𐘻𐘀𐘴, 1
𐘻𐘀𐙁, 1
𐘻𐘃𐘐, 1
𐘻𐘅𐄁, 1
𐘻𐘅𐄐, 1
𐘻𐘅𐄇, 1
𐘻𐘅𐘃, 1
𐘻𐘅𐘤, 1
𐘻𐘍𐘈, 1
𐘻𐘯𐄁, 1
𐘻𐘳𐄉, 1
𐘻𐘸𐘞, 1
𐘼¹², 1
𐘼𐘼¹, 1
𐘽𐄁𐜫, 1
𐘽𐘁𐘙, 1
𐘽𐘙𐄋, 1
𐘽𐘝𐄌, 1
𐘽𐘠𐄐, 1
𐘽𐙉𐄐, 1
𐘽𐙉𐄓, 1
𐘽𐙉𐄡, 1
𐘽𐙉𐄋, 1
𐘽𐙗𐄋, 1
𐘾𐄁𐘇, 1
𐘾𐄁𐘉, 1
𐘾𐄒𐘞, 1
𐘾𐄒𐙂, 1
𐘾𐄓𐘾, 1
𐘾𐄇𐘆, 1
𐘾𐄇𐜋, 1
𐘾𐘂𐄁, 1
𐘾𐘂𐘞, 1
𐘾𐘂𐘿, 1
𐘾𐘂𐙇, 1
𐘾𐘂𐝆, 1
𐘾𐘅𐄁, 1
𐘾𐘅𐘝, 1
𐘾𐘅𐘠, 1
𐘾𐘆𐄁, 1
𐘾𐘆𐄉, 1
𐘾𐘉𐘦, 1
𐘾𐘉𐙀, 1
𐘾𐘘𐄁, 1
𐘾𐘙𐘁, 1
𐘾𐘚𐘳, 1
𐘾𐘞𐘘, 1
𐘾𐘤𐘇, 1
𐘾𐘳𐘙, 1
𐘾𐘸𐄐, 1
𐘾𐘾¹, 1
𐘾𐙦𐘤, 1
𐘾𐚗𐄉, 1
𐘾𐛴𐄊, 1
𐘾𐝄𐘤, 1
𐘿𐄁𐘒, 1
𐘿𐘠𐘴, 1
𐘿𐘢𐘳, 1
𐘿𐘤𐘃, 1
𐘿𐘤𐙀, 1
𐘿𐘭𐄁, 1
𐘿𐘴𐄁, 1
𐘿𐘹𐄐, 1
𐘿𐘹𐘗, 1
𐘿𐘽𐘱, 1
𐘿𐘾𐄇, 1
𐘿𐘾𐄎, 1
𐙀𐄁𐙇, 1
𐙀𐘆𐘤, 1
𐙀𐘓𐘆, 1
𐙀𐘝𐄐, 1
𐙀𐘭𐘝, 1
𐙀𐘮𐄍, 1
𐙀𐘲𐄖, 1
𐙀𐜓𐄊, 1
𐙁𐄁𐘤, 1
𐙁𐄐𐙂, 1
𐙁𐄓𐘫, 1
𐙁𐄈𐙕, 1
𐙁𐄋𐘇, 1
𐙁𐘆𐄈, 1
𐙁𐘍𐄋, 1
𐙁𐘗𐄇, 1
𐙁𐘙𐄌, 1
𐙁𐘚𐘈, 1
𐙁𐘚𐘻, 1
𐙁𐘠𐘍, 1
𐙁𐘤𐘬, 1
𐙁𐘧—, 1
𐙁𐘳𐘈, 1
𐙁𐘸𐘦, 1
𐙁𐘹𐙋, 1
𐙁𐘾𐘭, 1
𐙁𐙯𐘅, 1
𐙂𐄁𐘝, 1
𐙂𐄑𐄈, 1
𐙂¹⁵, 1
𐙂𐄇𐝆, 1
𐙂𐄈𐘠, 1
𐙂𐘀𐄇, 1
𐙂𐘀𐘴, 1
𐙂𐘁𐄁, 1
𐙂𐘁𐄐, 1
𐙂𐘁𐄑, 1
𐙂𐘁𐄒, 1
𐙂𐘁𐄔, 1
𐙂𐘁𐄘, 1
𐙂𐘁𐄛, 1
𐙂𐘁𐄜, 1
𐙂𐘁𐄢, 1
𐙂𐘁𐄌, 1
𐙂𐘁𐙉, 1
𐙂𐘁𐚾, 1
𐙂𐘁𐜯, 1
𐙂𐘂𐘱, 1
𐙂𐘌𐘮, 1
𐙂𐘗𐘃, 1
𐙂𐘘𐄈, 1
𐙂𐘙𐄁, 1
𐙂𐘙𐘶, 1
𐙂𐘝𐄁, 1
𐙂𐘝𐘲, 1
𐙂𐘠𐄇, 1
𐙂𐘰𐘅, 1
𐙂𐘰𐘭, 1
𐙂𐘴𐙎, 1
𐙂𐘹𐘺, 1
𐙂𐘹𐝆, 1
𐙂𐘻𐜚, 1
𐙂𐙁𐘁, 1
𐙂𐙂¹, 1
𐙄𐄁𐛀, 1
𐙄𐘙𐘃, 1
𐙄𐘤𐘙, 1
𐙅𐄁𐙙, 1
𐙇𐄐𐄇, 1
𐙇𐄐𐝄, 1
𐙇𐄑𐄊, 1
𐙇𐄑𐄎, 1
𐙇𐄓𐄈, 1
𐙇𐄕𐄍, 1
𐙇𐄗𐄊, 1
𐙇𐄚𐄒, 1
𐙇𐘚𐘘, 1
𐙇𐚌𐘱, 1
𐙈𐄐𐄏, 1
𐙈𐄈𐘂, 1
𐙈𐄉𐛎, 1
𐙈𐘴𐘙, 1
𐙈𐘻𐘅, 1
𐙉𐄁𐄓, 1
𐙉𐄁𐘞, 1
𐙉𐄐𐄋, 1
𐙉𐄐𐄌, 1
𐙉𐄑𐘝, 1
𐙉𐄑𐜉, 1
𐙉𐄒𐄉, 1
𐙉𐄓𐜉, 1
𐙉𐄔𐄎, 1
𐙉𐄚𐄇, 1
𐙉𐄚𐄍, 1
𐙉𐄈𐙖, 1
𐙉𐄋𐘘, 1
𐙉𐄋𐙘, 1
𐙉𐘠𐘡, 1
𐙉𐘬𐙌, 1
𐙉𐝆𐙘, 1
𐙋𐄓𐄇, 1
𐙋𐄉𐘢, 1
𐙋𐄉𐛺, 1
𐙌𐄁𐘗, 1
𐙌𐘃𐄁, 1
𐙍𐄐𐚹, 1
𐙍𐄒𐄈, 1
𐙍𐄒𐄍, 1
𐙍𐄒𐘞, 1
𐙍𐄖𐄎, 1
𐙍𐄇𐝆, 1
𐙍𐄉—, 1
𐙍𐄉𐛧, 1
𐙍𐄊𐘫, 1
𐙍𐄌𐘇, 1
𐙍𐘲𐘸, 1
𐙍𐙉𐄁, 1
𐙍𐙋𐄒, 1
𐙍𐝆𐘖, 1
𐙏𐝈𐝃, 1
𐙐 𐘵, 1
𐙐²⁰, 1
𐙑𐄐𐄏, 1
𐙒𐝈𐝈, 1
𐙓𐄁𐘞, 1
𐙓𐘇𐘚, 1
𐙓𐘬𐄁, 1
𐙓𐘬𐘈, 1
𐙓𐘬𐜝, 1
𐙓𐙅𐄍, 1
𐙓𐙜𐄐, 1
𐙕𐄇𐘤, 1
𐙕𐄇𐙚, 1
𐙕𐘈𐘦, 1
𐙕𐘉𐘠, 1
𐙕𐘉𐘱, 1
𐙕𐘠𐄁, 1
𐙕𐘦𐘾, 1
𐙕𐘭𐄁, 1
𐙕𐘮𐘡, 1
𐙕𐙕¹, 1
𐙕𐝕𐘁, 1
𐙖𐄊𐘝, 1
𐙖𐘇𐘱, 1
𐙗𐄇𐛚, 1
𐙗𐄈𐝆, 1
𐙗𐝁𐙜, 1
𐙗𐝃𐙍, 1
𐙗𐝇𐘲, 1
𐙗𐝑𐘢, 1
𐙘𐄐𐘝, 1
𐙘𐄐𐘻, 1
𐙘𐄈—, 1
𐙘𐄉𐘞, 1
𐙘𐄌𐙋, 1
𐙙𐄁𐘃, 1
𐙙𐄁𐙘, 1
𐙙𐄑𐄉, 1
𐙙𐄒𐙁, 1
𐙙𐘘𐄈, 1
𐙙𐘮𐘅, 1
𐙙𐘻𐄇, 1
𐙚𐄇𐘤, 1
𐙚𐄊𐙗, 1
𐙚𐘹𐄐, 1
𐙚𐘹𐄇, 1
𐙚𐘹𐄈, 1
𐙚𐘿𐘬, 1
𐙚𐙗𐝃, 1
𐙛𐄐𐄉, 1
𐙛𐄙𐄔, 1
𐙛𐘞𐘽, 1
𐙜𐝁𐜐, 1
𐙟𐘀𐘶, 1
𐙟𐘘𐘾, 1
𐙠𐄁𐘀, 1
𐙠𐄁𐙂, 1
𐙠𐘙𐄇, 1
𐙠𐘚𐄉, 1
𐙢𐄇𐙂, 1
𐙢𐘷𐛭, 1
𐙦𐘳𐙁, 1
𐙨𐄇𐝆, 1
𐙩𐄇𐘢, 1
𐙩𐄈𐙢, 1
𐙩𐘿𐚍, 1
𐙪𐄁𐙙, 1
𐙪𐙚𐄐, 1
𐙫𐄈𐝃, 1
𐙫𐄉𐝃, 1
𐙫𐄋𐘌, 1
𐙭𐄁𐛭, 1
𐙮𐘭𐄇, 1
𐙰𐘆𐘴, 1
𐙱𐘍𐄊, 1
𐙲𐄁𐘂, 1
𐙲𐄁𐙉, 1
𐙳𐄒𐄊, 1
𐙳𐘶𐄎, 1
𐙴𐘡≈, 1
𐙵𐛲𐄇, 1
𐙹𐘆𐘅, 1
𐙹𐘆𐘲, 1
𐙹𐘞𐘕, 1
𐙺𐄇𐜙, 1
𐙾𐙾², 1
𐙿𐙒𐄐, 1
𐚆𐄁𐙇, 1
𐚊𐙕𐄇, 1
𐚏𐘡𐚎, 1
𐚢𐘂𐘳, 1
𐚦𐄈𐚃, 1
𐚫 𐚩, 1
𐚳¹⁰, 1
𐚵𐙏𐄇, 1
𐚷𐄁𐘀, 1
𐚹𐄇𐛚, 1
𐚹𐝃𐛛, 1
𐚹𐝉𐝋, 1
𐚺𐄇𐝃, 1
𐚺𐝉𐘂, 1
𐚻𐄇𐝇, 1
𐚻𐝂𐘞, 1
𐚻𐝇𐙍, 1
𐚾𐄇𐙁, 1
𐛀𐄁𐘞, 1
𐛀𐄁𐘠, 1
𐛀𐄁𐘸, 1
𐛂𐄙𐘰, 1
𐛃𐄐𐄈, 1
𐛅𐄈𐝅, 1
𐛆𐝃𐝉, 1
𐛉𐄁𐘃, 1
𐛉𐘝𐄌, 1
𐛊𐄐𐘺, 1
𐛕𐄑𐄈, 1
𐛚𐄁𐝅, 1
𐛛𐄁𐘾, 1
𐛜𐝂𐙙, 1
𐛟𐄊𐙂, 1
𐛦²⁰, 1
𐛦𐛦², 1
𐛧𐛧², 1
𐛪𐄐𐄎, 1
𐛭𐄒𐄉, 1
𐛭𐄓𐄎, 1
𐛭𐄕𐄈, 1
𐛭𐄇𐘚, 1
𐛱𐄑𐄓, 1
𐛱𐄓𐜋, 1
𐛲𐄌𐙇, 1
𐛵𐄍𐝆, 1
𐛶𐄖—, 1
𐛷𐄖𐄊, 1
𐛺𐄈𐘤, 1
𐛿𐄐𐄍, 1
𐜅𐄒𐄋, 1
𐜈𐜈², 1
𐜉𐄉𐙘, 1
𐜊𐄓𐄍, 1
𐜋𐄑𐄇, 1
𐜋𐄈—, 1
𐜋𐄍𐝆, 1
𐜋𐝀𐜗, 1
𐜍𐝆𐝇, 1
𐜎𐝆𐙘, 1
𐜒𐄉𐜋, 1
𐜓𐄐𐄋, 1
𐜓𐄔𐄇, 1
𐜓𐄈𐘞, 1
𐜓𐄌𐙖, 1
𐜓𐄎𐜋, 1
𐜓𐝆𐜗, 1
𐜓𐝒𐙋, 1
𐜔𐄈𐝂, 1
𐜕𐄇𐜌, 1
𐜖𐝅𐜏, 1
𐜗𐄐𐄇, 1
𐜗𐄇𐙘, 1
𐜗𐄇𐝆, 1
𐜗𐄈𐘲, 1
𐜗𐝀𐘡, 1
𐜘𐄐𐘞, 1
𐜙𐝆𐘕, 1
𐜙𐝆𐚇, 1
𐜚𐄇𐝃, 1
𐜚𐄉𐘝, 1
𐜚𐝆𐘝, 1
𐜜𐄈𐘣, 1
𐜝𐄇𐘤, 1
𐜝𐘀𐘨, 1
𐜝𐙂𐘂, 1
𐜝𐝧𐄉, 1
𐜞𐄇𐙂, 1
𐜠𐄁𐙇, 1
𐜠𐄁𐛧, 1
𐜡𐚳𐜡, 1
𐜭𐄇𐜰, 1
𐜮𐄁𐙢, 1
𐜱𐄉𐚤, 1
𐜲𐄈𐜰, 1
𐜶𐄇—, 1
𐝀𐘡𐄋, 1
𐝀𐘬𐙁, 1
𐝀𐙋𐝀, 1
𐝁𐘄𐘪, 1
𐝁𐘝𐄐, 1
𐝁𐘡𐄁, 1
𐝁𐘳𐘚, 1
𐝁𐙍𐄍, 1
𐝁𐚈𐙗, 1
𐝁𐜏𐝁, 1
𐝁𐜐𐝉, 1
𐝂𐙋𐄉, 1
𐝂𐙍𐄎, 1
𐝂𐙎𐄈, 1
𐝂𐜝𐜝, 1
𐝂𐝁𐝁, 1
𐝂𐝂𐘾, 1
𐝃—𐙪, 1
𐝃𐄋𐚹, 1
𐝃𐘧𐘳, 1
𐝃𐘶𐝈, 1
𐝃𐘸𐘁, 1
𐝃𐘾𐙂, 1
𐝃𐙍𐄌, 1
𐝃𐙗𐝃, 1
𐝃𐙼𐄈, 1
𐝃𐜇𐝆, 1
𐝃𐜋𐄑, 1
𐝃𐜓𐝃, 1
𐝃𐝄𐘞, 1
𐝃𐝆𐘀, 1
𐝃𐝉𐙘, 1
𐝄𐘇𐙱, 1
𐝄𐘞𐘙, 1
𐝄𐘳𐘱, 1
𐝄𐙂𐘁, 1
𐝅𐘸𐘁, 1
𐝅𐛚𐝅, 1
𐝅𐜍𐝅, 1
𐝅𐜗𐄉, 1
𐝆𐄁𐘉, 1
𐝆𐘀𐘭, 1
𐝆𐘂𐄉, 1
𐝆𐘃𐙕, 1
𐝆𐘄𐘋, 1
𐝆𐘇𐙕, 1
𐝆𐘍𐄋, 1
𐝆𐘚𐘬, 1
𐝆𐘝𐄍, 1
𐝆𐘝𐝆, 1
𐝆𐘠𐘯, 1
𐝆𐘢𐘞, 1
𐝆𐘤𐘆, 1
𐝆𐘬𐘰, 1
𐝆𐘭𐘳, 1
𐝆𐘳𐄈, 1
𐝆𐙓𐄐, 1
𐝆𐙕𐄌, 1
𐝆𐜋𐄈, 1
𐝆𐜐𐝓, 1
𐝆𐝀𐘀, 1
𐝆𐝁𐙘, 1
𐝆𐝃𐝉, 1
𐝇𐘝𐝃, 1
𐝇𐘡𐘅, 1
𐝇𐘫𐝄, 1
𐝇𐙍𐝇, 1
𐝇𐚻𐝀, 1
𐝇𐜫𐝂, 1
𐝇𐝉𐘇, 1
𐝈𐝀𐝀, 1
𐝈𐝈𐙇, 1
𐝉𐘾𐘅, 1
𐝉𐙍𐝀, 1
𐝉𐙍𐝆, 1
𐝍𐘷𐙗, 1
𐝎𐙘𐝀, 1
𐝓𐙁𐙭, 1
𐝓𐙍𐄈, 1
𐝕𐘀𐘘, 1
𐝕𐘠𐘀, 1
𐝕𐛉𐛔, 1
𐝕𐛋𐙈, 1
𐝕𐜋𐄊, 1
𐝠𐄇𐘇, 1
𐝠𐄋𐘞, 1
𐝢𐘋𐄁, 1
𐝢𐘠𐘈, 1
𐝥¹⁷, 1
𐝥¹⁸, 1
𐝥𐘻𐝥, 1
"𐝬𐄑,", 1
𐝭𐘢𐘾, 1
